Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
391,50,3,50.0,8405,1,3,3,4,0,7,2,2,0,0,5,8,1900,1950,1,1,8,8,0,0.0,3,3,0,3,4,1,3,4,861,1,5,1,3,1367,1,0,1,0,4,1,3,7,6,0,0,2,1978.0,1,1,384,3,3,2,0,130,112,0,0,0,0,4,2008,8,4,119000
392,60,3,71.0,12209,1,0,3,1,0,11,2,2,0,5,6,5,2001,2002,1,1,12,13,0,0.0,3,3,2,5,3,1,5,1,804,1,5,1,3,1961,1,0,2,1,3,1,4,7,6,1,3,6,2001.0,3,2,560,3,3,2,125,192,0,0,0,0,0,6,2009,8,4,215000
393,20,3,73.0,8339,1,0,3,4,0,12,2,2,0,2,5,7,1959,1959,1,1,8,8,0,0.0,3,3,3,0,0,0,0,0,0,1,3,1,3,882,0,0,1,0,3,1,3,5,6,0,0,5,1959.0,2,1,294,3,3,2,0,0,0,0,0,0,1200,7,2007,8,4,106500
394,30,3,52.0,7446,1,3,3,0,0,3,1,2,0,2,4,5,1941,1950,1,1,14,15,0,0.0,3,3,1,3,3,1,3,1,788,1,3,1,2,788,0,0,1,0,2,1,3,4,6,2,3,0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,2006,8,0,100000
395,50,3,60.0,10134,1,3,3,4,0,17,2,2,0,0,5,6,1940,1950,1,1,8,8,0,0.0,3,3,1,3,3,1,1,1,735,1,4,1,2,1034,0,0,1,0,2,1,3,5,6,0,0,2,1940.0,1,1,240,3,3,2,0,39,0,0,0,0,0,7,2007,8,4,109000
396,20,3,68.0,9571,1,3,3,4,0,7,2,2,0,2,5,6,1956,1956,1,1,13,14,0,0.0,3,3,1,3,3,3,4,1,1144,1,3,1,3,1144,1,0,1,0,3,1,3,6,6,0,0,5,1956.0,1,1,596,3,3,2,44,0,0,0,0,0,0,6,2010,8,4,129000
397,20,3,60.0,7200,1,3,2,4,0,5,2,2,0,2,5,5,1972,1972,3,1,8,8,0,0.0,3,3,1,3,3,3,3,1,894,1,3,1,3,894,0,0,1,0,2,1,3,6,6,0,0,2,1985.0,2,2,600,3,3,2,215,0,0,0,0,0,0,9,2009,8,4,123000
398,60,3,69.0,7590,1,3,3,4,0,12,4,2,0,5,5,5,1962,1962,1,1,12,13,2,288.0,3,3,1,3,3,1,5,1,864,1,3,1,3,1812,0,0,2,0,4,1,3,8,6,1,3,5,1962.0,2,1,264,3,3,2,0,168,0,0,0,0,0,7,2007,8,4,169500
399,30,4,60.0,8967,1,3,3,0,0,9,2,2,0,2,5,2,1920,1950,1,1,8,8,0,0.0,3,2,0,2,1,1,1,1,961,1,4,1,0,1077,0,0,1,0,2,1,3,6,1,0,0,2,1920.0,1,1,338,1,1,0,0,0,0,0,0,0,0,11,2007,8,0,67000
400,60,1,65.0,8125,1,3,3,4,0,21,2,2,0,5,7,5,2006,2007,1,1,5,5,4,100.0,4,3,2,4,3,1,6,1,1092,1,5,1,3,1550,1,0,2,0,2,1,4,7,6,0,0,5,2007.0,3,2,438,3,3,2,0,168,0,0,0,0,0,10,2009,8,4,241000
401,120,3,38.0,14963,1,1,3,4,0,24,2,2,4,2,8,5,1996,1996,1,1,3,3,0,0.0,4,3,2,4,3,1,6,1,1260,1,5,1,3,1288,1,0,1,1,1,1,5,4,6,2,4,5,1996.0,3,2,500,3,3,2,120,30,0,0,224,0,0,12,2008,8,4,245500
402,20,3,65.0,8767,1,0,3,4,0,5,2,2,0,2,7,5,2005,2005,1,1,12,13,0,0.0,4,3,2,4,3,3,6,1,1310,1,5,1,3,1310,0,0,2,0,3,1,4,6,6,1,4,5,2005.0,3,2,400,3,3,2,0,0,0,0,0,0,0,7,2006,6,5,164990
403,30,3,60.0,10200,1,3,3,4,0,19,2,2,0,2,5,8,1940,1997,1,1,13,14,0,0.0,3,3,2,3,3,1,1,1,672,1,5,1,3,672,0,0,1,0,2,1,3,4,6,0,0,2,1940.0,1,1,240,3,3,0,168,0,0,0,0,0,0,8,2008,8,4,108000
404,60,3,93.0,12090,1,3,3,0,0,15,2,2,0,5,8,5,1998,1998,3,1,12,13,2,650.0,4,3,2,4,3,1,1,1,1141,1,4,1,3,2263,0,0,2,1,4,1,4,10,6,1,3,6,1998.0,3,2,420,3,3,2,144,123,0,0,0,0,0,7,2006,8,0,258000
405,60,3,65.0,10364,1,0,3,4,0,8,2,2,0,5,6,5,1995,1996,1,1,8,8,0,0.0,3,3,2,4,3,1,1,1,806,1,4,1,3,1572,0,0,2,1,3,1,3,7,6,1,3,6,1995.0,3,2,373,3,3,2,0,40,0,0,0,0,0,5,2007,8,4,168000
406,20,3,71.0,9991,1,0,3,0,0,19,1,2,0,2,4,4,1976,1993,1,1,9,10,0,0.0,3,3,1,3,3,1,4,1,1281,1,5,1,3,1620,1,0,2,0,3,1,3,8,2,1,3,5,1993.0,1,2,490,3,3,2,120,78,0,0,0,0,0,6,2009,8,4,150000
407,50,3,51.0,10480,1,3,3,4,0,18,2,2,0,0,6,5,1936,1950,1,1,8,8,0,0.0,3,3,0,3,3,1,1,1,1064,1,5,1,2,1639,0,0,1,0,3,1,3,6,1,0,0,2,1936.0,1,1,240,3,3,2,0,0,0,0,0,0,0,3,2008,8,4,115000
408,70,3,63.0,15576,1,3,3,4,0,6,2,2,0,5,6,7,1915,1976,1,1,13,10,0,0.0,3,3,0,4,3,1,1,1,840,1,5,1,3,1680,0,0,2,0,4,1,3,8,6,0,0,5,1960.0,1,1,308,3,3,2,0,0,160,0,0,0,0,3,2008,8,4,177000
409,60,3,109.0,14154,1,3,3,0,0,16,2,2,0,5,7,5,2006,2006,1,1,12,13,2,350.0,4,3,2,5,4,1,1,1,1063,1,5,1,3,2172,0,0,2,1,3,1,4,9,6,1,4,5,2006.0,2,3,947,3,3,2,192,62,0,0,0,0,0,8,2007,6,5,280000
410,60,1,85.0,10800,1,3,3,4,0,21,2,2,0,5,8,5,2007,2008,1,1,12,13,4,100.0,4,3,2,5,3,1,6,1,1034,1,5,1,3,2078,1,0,2,1,3,1,5,8,6,1,4,5,2008.0,3,3,836,3,3,2,0,102,0,0,0,0,0,4,2008,6,5,339750
411,20,3,68.0,9571,1,3,3,4,0,7,2,2,0,2,5,3,1958,1958,1,1,2,2,0,0.0,3,2,1,3,2,1,1,1,1276,1,3,1,2,1276,0,0,1,0,3,1,3,5,4,0,0,5,1958.0,1,1,350,3,3,2,0,0,0,0,0,0,0,6,2009,0,0,60000
412,190,3,100.0,34650,1,3,0,4,0,8,2,2,1,2,5,5,1955,1955,3,1,13,14,0,0.0,3,3,1,3,3,2,3,1,1056,1,3,0,3,1056,1,0,1,0,3,1,3,5,6,0,0,5,1955.0,3,2,572,3,3,2,264,0,0,0,0,0,0,1,2006,8,4,145000
413,20,1,73.5,4403,1,1,3,4,0,21,2,2,0,2,7,5,2009,2009,1,1,8,8,4,432.0,5,3,2,5,3,3,6,1,1470,1,5,1,3,1478,1,0,2,1,2,1,4,7,6,1,4,5,2009.0,3,2,484,3,3,2,0,144,0,0,0,0,0,6,2010,6,5,222000
414,30,4,56.0,8960,1,3,3,4,0,17,0,2,0,2,5,6,1927,1950,1,1,14,15,0,0.0,3,3,1,3,3,1,1,1,1008,1,4,1,2,1028,0,0,1,0,2,1,3,5,6,1,4,2,1927.0,1,2,360,3,3,2,0,0,130,0,0,0,0,3,2010,8,4,115000
415,60,3,59.0,11228,1,1,3,1,0,20,2,2,0,5,7,5,1993,1993,1,1,12,13,0,0.0,4,3,2,4,3,1,4,6,1080,1,5,1,3,2097,0,1,2,1,3,1,4,9,6,1,3,5,1993.0,1,3,678,3,3,2,196,187,0,0,0,0,0,12,2008,8,4,228000
416,20,3,73.0,8899,1,0,3,4,0,8,2,2,0,2,7,5,2007,2007,1,1,12,13,0,0.0,4,3,2,4,3,3,6,1,1340,1,5,1,3,1340,0,0,2,0,3,1,4,6,6,0,0,5,2007.0,3,2,396,3,3,2,100,30,0,0,0,0,0,8,2007,6,5,181134
417,60,3,74.0,7844,1,3,3,4,0,19,2,2,0,5,6,7,1978,1978,3,1,6,6,2,203.0,3,3,1,3,3,1,5,1,672,1,3,1,3,1400,0,0,1,1,3,1,3,6,6,1,3,5,1978.0,3,2,440,3,3,2,0,0,0,0,0,0,0,3,2006,8,4,149500
418,70,3,86.0,22420,1,0,3,4,0,6,1,2,0,5,6,6,1918,1950,3,1,13,12,0,0.0,3,3,0,4,3,1,4,1,1370,2,3,0,2,2624,1,0,2,1,4,1,3,10,6,1,4,2,1918.0,1,3,864,3,3,0,0,0,0,0,0,0,0,11,2007,8,4,239000
419,50,3,60.0,8160,1,3,3,4,0,7,2,2,0,0,5,6,1940,1950,1,1,8,8,0,0.0,3,3,0,3,3,1,5,1,756,1,2,0,2,1134,1,0,1,1,3,1,3,7,6,0,0,2,1940.0,1,1,240,3,3,1,0,0,0,0,0,0,0,4,2007,8,1,126000
420,20,3,65.0,8450,1,3,3,4,0,12,2,2,0,2,5,6,1968,1968,1,1,12,13,0,0.0,3,3,1,3,3,1,4,1,1056,1,5,1,3,1056,1,0,1,0,3,1,3,6,6,1,2,5,1968.0,1,1,304,3,3,2,0,85,184,0,0,0,0,7,2010,8,4,142000
421,90,4,78.0,7060,1,3,3,4,0,11,2,2,2,6,7,5,1997,1998,1,1,12,13,2,200.0,3,4,2,4,4,4,6,1,1344,1,5,1,3,1344,2,0,2,0,2,2,3,8,6,0,0,5,1997.0,3,4,784,3,3,2,0,0,0,0,0,0,0,11,2008,8,2,206300
422,20,3,80.0,16635,1,0,3,2,0,14,2,2,0,2,6,7,1977,2000,1,1,5,5,4,126.0,4,3,1,4,3,1,5,1,1602,1,4,1,3,1602,0,1,2,0,3,1,4,8,6,1,3,5,1977.0,3,2,529,3,3,2,240,0,0,0,0,0,0,6,2009,8,4,215000
423,20,3,100.0,21750,1,3,1,4,1,11,0,2,0,2,5,5,1954,1954,3,1,6,6,0,0.0,3,3,1,3,3,1,1,1,988,1,5,1,2,988,0,0,1,0,2,1,3,4,6,0,0,5,1954.0,2,2,520,3,3,0,0,0,0,0,0,0,0,2,2008,8,4,113000
424,60,3,80.0,9200,1,3,3,4,0,15,2,2,0,5,8,5,1998,1998,1,1,12,13,2,473.0,4,3,2,4,3,1,6,1,1470,1,4,1,3,2630,1,0,2,1,4,1,4,8,6,1,3,5,1998.0,3,3,696,3,3,2,0,66,0,0,0,0,0,6,2008,8,4,315000
425,20,3,72.0,9000,1,3,3,4,0,12,2,2,0,2,6,5,1956,1956,1,1,13,14,2,74.0,3,3,1,4,3,1,2,1,1196,1,4,1,2,1196,1,0,1,0,2,1,3,6,6,1,4,5,1956.0,2,1,297,3,3,2,0,44,0,0,0,0,0,5,2008,8,4,139000
426,60,4,60.0,3378,1,3,1,4,0,17,2,2,0,5,7,8,1946,1992,1,1,6,6,0,0.0,3,4,1,3,3,1,1,1,651,1,4,1,3,1389,0,0,1,1,3,1,3,6,6,2,4,2,1947.0,1,1,240,3,3,1,0,0,126,0,0,0,0,9,2009,8,4,135000
427,80,3,66.5,12800,1,3,2,4,1,20,2,2,0,7,7,5,1989,1989,1,1,13,14,2,145.0,4,3,2,4,3,4,6,1,1518,1,4,1,3,1644,1,1,2,0,2,1,4,5,6,1,3,5,1989.0,3,2,569,3,3,2,80,0,0,0,396,0,0,8,2009,8,4,275000
428,20,3,77.0,8593,1,0,3,4,0,12,2,2,0,2,4,6,1957,1957,3,1,8,8,0,0.0,3,3,1,3,3,1,3,1,907,1,5,1,3,907,0,0,1,0,3,1,3,5,6,0,0,2,1964.0,1,1,352,3,3,2,0,0,0,0,0,0,0,7,2008,8,4,109008
429,20,3,64.0,6762,1,3,3,4,0,5,2,2,0,2,7,5,2007,2007,1,1,12,13,2,108.0,4,3,2,4,3,1,6,1,1208,1,5,1,3,1208,1,0,2,0,2,1,4,6,6,0,0,5,2007.0,2,2,628,3,3,2,105,54,0,0,0,0,0,9,2007,6,5,195400
430,20,3,130.0,11457,1,0,3,0,0,23,2,2,0,2,6,5,1988,1988,1,1,6,6,0,0.0,3,3,1,4,3,2,6,1,1392,1,3,1,3,1412,1,0,2,0,3,1,4,6,6,1,3,5,1988.0,1,2,576,3,3,2,0,0,169,0,0,0,0,3,2009,8,4,175000
431,160,4,21.0,1680,1,3,3,4,0,2,2,2,3,5,6,5,1971,1971,1,1,6,6,2,232.0,3,3,1,3,3,1,5,1,483,1,3,1,3,987,0,0,1,1,2,1,3,4,6,0,0,2,1971.0,1,1,264,3,3,2,0,0,0,0,0,0,0,7,2008,0,0,85400
432,50,4,60.0,5586,1,0,0,4,0,17,1,2,0,0,6,7,1920,1998,1,1,8,8,0,0.0,3,3,0,3,3,1,1,1,901,1,4,1,3,1198,0,0,1,0,4,1,3,7,6,0,0,0,0.0,0,0,0,0,0,0,0,98,0,0,0,0,0,9,2008,3,0,79900
433,160,4,24.0,1920,1,3,3,4,0,2,2,2,4,5,5,5,1971,1971,1,1,6,6,2,376.0,3,3,1,3,3,1,5,1,765,1,5,1,3,1365,1,0,1,1,2,1,3,6,2,0,0,2,1971.0,1,2,440,3,3,2,240,36,0,0,0,0,0,8,2007,8,4,122500
434,60,3,100.0,10839,1,0,3,0,0,8,2,2,0,5,6,5,1997,1998,1,1,12,13,0,0.0,3,3,2,4,3,1,1,1,926,1,5,1,3,1604,0,0,2,1,3,1,3,7,6,1,3,5,1997.0,3,2,470,3,3,2,0,36,0,0,0,0,0,7,2008,8,4,181000
435,180,4,21.0,1890,1,3,3,4,0,10,2,2,3,6,4,7,1972,1972,1,1,5,5,0,0.0,3,4,1,4,3,3,5,1,630,1,4,1,3,630,1,0,1,0,1,1,3,3,6,0,0,0,0.0,0,0,0,0,0,2,88,0,0,0,0,0,0,6,2008,8,4,81000
436,60,3,43.0,10667,1,1,3,1,0,5,4,2,0,5,7,6,1996,1996,1,1,12,13,0,0.0,4,3,2,4,3,3,6,5,799,1,5,1,3,1661,1,0,2,1,3,1,4,6,6,1,3,5,1996.0,2,2,550,3,3,2,158,61,0,0,0,0,0,4,2009,5,4,212000
437,50,4,40.0,4400,1,3,3,4,0,17,2,2,0,0,6,8,1920,1950,1,1,11,12,0,0.0,3,3,0,2,3,1,1,1,648,1,3,1,2,1118,0,0,1,0,2,1,3,6,6,0,0,2,1990.0,1,2,440,3,3,2,0,0,0,0,0,0,0,10,2006,8,4,116000
438,45,4,50.0,6000,1,3,3,4,0,3,2,2,0,1,6,7,1926,2004,1,1,13,14,0,0.0,4,3,2,3,3,1,1,1,884,1,4,1,3,904,0,0,1,0,2,1,3,4,6,0,0,2,1926.0,1,1,180,3,3,2,0,0,105,0,0,0,0,1,2009,8,4,119000
439,30,3,40.0,4280,1,3,3,4,0,6,2,2,0,2,5,6,1913,2002,1,1,14,12,0,0.0,3,3,2,3,3,1,2,1,440,1,3,0,3,694,0,0,1,0,2,1,4,4,6,1,4,2,1990.0,1,1,352,4,3,1,0,0,34,0,0,0,0,3,2007,8,4,90350
440,50,3,67.0,12354,1,3,3,0,0,7,2,2,0,0,6,8,1920,2000,1,1,13,14,0,0.0,3,3,0,3,2,2,1,1,684,1,4,1,3,1196,0,0,1,0,3,1,4,7,6,0,0,2,2005.0,1,2,528,3,3,2,0,46,0,0,0,0,800,8,2009,4,4,110000
441,20,3,105.0,15431,1,3,3,4,0,16,2,2,0,2,10,5,2008,2008,3,1,12,13,4,200.0,5,3,2,5,3,4,6,5,3094,1,5,1,3,2402,1,0,2,0,2,1,5,10,6,2,4,5,2008.0,3,3,672,3,3,2,0,72,0,0,170,0,0,4,2009,8,4,555000
442,90,3,92.0,12108,1,3,3,4,0,7,2,2,2,2,4,4,1955,1955,1,1,12,13,2,270.0,3,3,1,3,3,1,5,1,1440,1,3,0,2,1440,0,0,2,0,4,2,2,8,6,0,0,0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,2008,8,4,118000
443,50,4,52.0,6240,1,3,3,4,0,3,2,2,0,0,5,7,1930,1992,1,1,8,8,0,0.0,3,3,2,3,3,1,1,1,1078,1,3,1,3,1573,0,0,2,0,3,1,3,8,6,1,4,2,1930.0,1,2,360,3,3,1,0,0,0,0,0,0,0,6,2008,8,4,162900
444,120,3,53.0,3922,1,3,3,4,0,0,2,2,4,2,7,5,2006,2007,1,1,14,15,2,72.0,4,3,2,5,3,3,1,1,1258,1,5,1,3,1258,0,0,2,0,2,1,4,6,6,1,4,5,2007.0,3,3,648,3,3,2,144,16,0,0,0,0,0,6,2007,6,5,172500
445,60,3,70.0,8750,1,3,3,4,0,5,2,2,0,5,7,5,1994,1995,1,1,12,13,0,0.0,4,4,2,4,3,1,6,1,915,1,5,1,3,1908,1,0,2,1,4,1,4,8,6,1,3,5,1994.0,1,2,493,3,3,2,144,133,0,0,0,0,0,7,2008,8,4,210000
446,20,3,73.0,9855,1,3,3,0,0,7,2,2,0,2,6,5,1956,1956,3,1,13,14,0,0.0,3,3,1,3,3,1,1,1,1436,1,2,1,3,1689,0,0,1,0,3,1,3,7,6,1,4,5,1956.0,1,2,480,3,3,2,0,0,0,0,0,0,0,11,2009,0,4,127500
447,20,3,137.0,16492,1,0,3,0,0,12,3,2,0,2,6,6,1966,2002,1,1,3,10,0,0.0,4,3,1,3,3,1,5,3,1517,1,5,1,3,1888,0,0,2,1,2,1,4,6,4,1,4,5,1966.0,3,2,578,3,3,2,0,0,0,0,0,0,0,6,2010,8,4,190000
448,60,3,65.0,11214,1,0,3,0,0,8,2,2,0,5,7,5,1998,1999,1,1,12,13,0,0.0,4,3,2,4,3,1,1,1,930,1,4,1,3,1886,0,0,2,1,4,1,4,10,6,1,3,5,1998.0,3,2,431,3,3,2,89,0,0,0,0,0,0,7,2006,8,4,199900
449,50,4,50.0,8600,1,3,0,4,0,9,2,2,0,0,6,6,1937,1950,1,1,8,8,0,0.0,3,3,0,3,3,1,1,1,780,1,3,1,3,1376,0,0,2,0,3,1,3,7,6,1,4,2,1937.0,1,1,198,3,3,0,0,0,0,0,0,0,0,6,2006,8,4,119500
450,50,4,50.0,6000,1,3,3,4,0,17,2,2,0,0,3,7,1948,2002,1,1,8,8,0,0.0,3,4,1,3,3,1,5,1,649,1,5,1,3,1183,0,0,1,1,2,1,3,6,6,0,0,2,1981.0,1,1,308,3,3,2,0,176,0,0,0,0,0,6,2007,8,4,120000
451,30,4,70.0,5684,1,3,3,4,0,17,2,2,0,2,6,8,1930,2005,3,1,13,14,0,0.0,3,3,0,3,3,1,1,1,813,1,5,1,2,813,0,0,1,0,2,1,4,5,6,0,0,2,1932.0,1,1,270,2,2,0,0,113,0,0,0,0,0,6,2006,8,4,110000
452,20,3,62.0,70761,1,0,2,4,1,4,2,2,0,2,7,5,1975,1975,1,7,9,10,0,0.0,3,3,1,4,3,4,5,1,1533,1,3,1,3,1533,1,0,2,0,2,1,4,5,6,2,3,5,1975.0,1,2,576,3,3,2,200,54,0,0,0,0,0,12,2006,8,4,280000
453,60,3,85.0,9303,1,0,3,0,0,23,2,2,0,5,6,5,1996,1997,3,1,12,13,2,42.0,4,3,2,5,3,1,5,1,872,1,5,1,3,1756,1,0,2,1,3,1,3,7,6,0,0,5,1996.0,3,2,422,3,3,2,144,122,0,0,0,0,0,7,2007,8,4,204000
454,60,1,75.0,9000,1,3,3,4,0,21,2,2,0,5,8,5,2008,2008,1,1,12,13,0,0.0,4,3,2,4,3,1,1,1,768,1,5,1,3,1590,0,0,2,1,3,1,4,6,6,0,0,5,2008.0,2,2,676,3,3,2,0,30,0,0,0,0,0,6,2009,8,4,210000
455,90,3,63.0,9297,1,3,3,4,0,11,2,2,2,2,5,5,1976,1976,1,1,9,10,0,0.0,3,3,1,3,3,1,5,1,1728,1,3,1,3,1728,2,0,2,0,4,2,3,8,6,0,0,2,1976.0,1,2,560,3,3,2,0,0,0,0,0,0,0,7,2006,8,3,188000
456,20,3,80.0,9600,1,3,3,4,0,14,2,2,0,2,7,6,1973,1973,3,1,6,6,2,320.0,3,3,1,3,3,1,5,1,1242,1,2,1,3,1242,0,0,1,1,3,1,3,6,6,1,3,5,1973.0,1,2,528,3,3,2,0,0,0,0,0,0,0,9,2007,8,4,175500
457,70,4,34.0,4571,1,3,3,4,0,17,2,2,0,5,5,5,1916,1950,1,1,0,0,0,0.0,3,3,0,3,3,1,1,1,624,1,2,0,3,1344,0,0,1,0,4,1,3,7,6,0,0,2,1916.0,1,3,513,2,2,2,0,0,96,0,0,0,0,5,2008,0,0,98000
458,20,3,80.0,53227,1,0,2,1,1,4,2,2,0,2,4,6,1954,1994,0,5,9,10,0,0.0,3,3,1,4,3,4,4,1,1364,1,5,1,3,1663,1,0,1,0,2,1,4,6,2,2,4,5,1954.0,3,2,529,3,3,2,224,137,0,0,0,0,0,3,2008,8,4,256000
459,70,4,60.0,5100,1,3,3,4,0,17,2,2,0,5,8,7,1925,1996,3,1,11,15,0,0.0,3,4,2,3,3,1,1,1,588,1,2,1,3,1666,0,0,1,0,3,1,4,7,6,1,4,2,1925.0,1,1,228,3,3,2,192,63,0,0,0,0,0,6,2008,8,4,161000
460,50,3,52.0,7015,1,0,0,0,0,3,2,2,0,0,5,4,1950,1950,1,1,8,8,1,161.0,3,3,1,3,3,1,2,1,709,1,3,1,3,1203,1,0,1,0,3,1,4,5,6,1,3,2,1950.0,1,1,352,3,3,2,0,0,248,0,0,0,0,7,2009,8,4,110000
461,60,1,75.0,8004,1,0,3,4,0,21,6,2,0,5,8,5,2009,2009,1,1,12,13,4,110.0,4,3,2,4,3,1,6,1,832,1,5,1,3,1935,1,0,2,1,3,1,3,8,6,0,0,6,2009.0,3,2,552,3,3,2,0,150,0,0,0,0,0,12,2009,6,5,263435
462,70,3,60.0,7200,1,3,3,4,0,18,1,2,0,5,7,9,1936,2007,1,1,13,14,0,0.0,4,4,2,4,4,1,5,4,560,1,5,1,3,1135,1,0,1,0,3,1,4,6,6,0,0,2,1971.0,2,2,576,3,3,2,256,0,0,0,0,0,0,4,2009,8,4,155000
463,20,3,60.0,8281,1,0,3,4,0,19,2,2,0,2,5,5,1965,1965,1,1,8,8,0,0.0,3,3,1,3,3,1,3,4,864,1,4,1,3,864,0,0,1,0,3,1,3,5,6,1,1,2,1965.0,1,1,360,3,3,2,0,0,236,0,0,0,0,12,2009,8,4,62383
464,70,3,74.0,11988,1,0,1,4,1,6,2,2,0,5,6,7,1934,1995,3,1,11,12,0,0.0,3,3,1,3,3,1,2,1,715,1,2,1,2,1660,0,0,1,1,3,1,3,6,6,1,4,2,1939.0,1,1,240,3,3,2,0,0,0,0,0,0,0,8,2008,8,4,188700
465,20,3,60.0,8430,1,3,1,4,1,5,2,2,0,2,5,5,1978,1978,1,1,6,6,2,136.0,3,3,1,4,3,1,3,1,1040,1,3,1,3,1040,0,0,2,0,3,1,3,5,6,0,0,0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,2009,8,4,124000
466,120,4,43.0,3072,1,3,3,4,0,0,2,2,4,2,7,5,2004,2004,3,1,12,13,2,18.0,4,3,2,4,3,1,1,1,1375,1,5,1,3,1414,0,0,2,0,2,1,4,6,6,1,3,5,2004.0,3,2,398,3,3,2,144,20,0,0,0,0,0,5,2006,8,4,178740
467,20,3,85.0,10628,1,3,3,4,0,12,2,2,0,2,7,5,1970,1970,0,5,9,10,0,0.0,3,4,1,3,4,4,6,1,1277,1,3,1,3,1277,1,0,1,0,2,1,3,5,6,1,1,5,1970.0,1,2,526,3,3,2,0,0,0,0,176,0,0,4,2007,8,4,167000
468,70,3,79.0,9480,1,3,3,4,0,12,0,2,0,5,5,7,1942,1995,1,1,8,8,4,224.0,3,3,1,3,3,1,2,1,728,1,5,1,3,1644,0,0,1,1,3,1,4,7,6,2,4,5,1942.0,1,1,312,3,3,2,168,0,0,0,0,0,0,6,2007,8,4,146500
469,20,3,98.0,11428,1,0,3,4,0,16,2,2,0,2,8,5,2006,2006,1,1,12,13,4,248.0,4,3,2,4,3,1,1,1,1626,1,5,1,3,1634,0,0,2,0,3,1,4,7,6,1,4,5,2006.0,2,3,866,3,3,2,0,44,0,0,0,0,0,5,2007,8,4,250000
470,60,3,76.0,9291,1,0,3,0,0,20,7,2,0,5,6,5,1993,1993,1,1,6,6,2,120.0,4,3,2,4,3,1,6,1,832,1,5,1,3,1710,0,0,2,1,3,1,4,7,6,0,0,5,1993.0,2,2,506,3,3,2,144,70,0,0,0,0,0,6,2008,8,4,187000
471,120,3,61.5,6820,1,0,3,0,0,22,2,2,4,2,8,5,1985,1985,1,1,6,6,0,0.0,4,3,2,4,3,3,6,4,1488,1,3,1,3,1502,1,0,1,1,1,1,4,4,6,0,0,5,1985.0,2,2,528,3,3,2,0,54,0,0,140,0,0,6,2010,8,4,212000
472,60,3,92.0,11952,1,3,3,4,0,14,3,2,0,5,7,6,1977,1977,4,6,14,10,0,0.0,3,3,1,4,3,1,1,1,808,1,3,1,3,1969,0,0,2,1,3,1,3,8,6,1,4,5,1977.0,2,2,534,3,3,2,0,0,0,0,276,0,0,11,2007,8,4,190000
473,180,4,35.0,3675,1,3,3,4,0,7,2,2,4,7,6,5,2005,2005,1,1,12,13,2,80.0,3,3,2,4,3,4,6,1,547,1,5,1,3,1072,1,0,1,0,2,1,3,5,6,0,0,3,2005.0,2,2,525,3,3,2,0,28,0,0,0,0,0,6,2008,8,4,148000
474,20,3,110.0,14977,1,0,3,4,0,16,2,2,0,2,8,5,2006,2007,1,1,12,13,2,304.0,4,3,2,5,3,4,6,1,1976,1,5,1,3,1976,1,0,2,0,2,1,4,7,6,1,5,5,2006.0,2,3,908,3,3,2,250,63,0,0,0,0,0,7,2007,6,5,440000
475,120,3,41.0,5330,1,3,3,4,0,22,2,2,4,2,8,5,2000,2000,1,1,5,5,0,0.0,4,3,2,4,3,3,6,1,1494,1,5,1,3,1652,1,0,2,0,2,1,5,6,6,0,0,5,2000.0,2,2,499,3,3,2,96,48,0,0,0,0,0,8,2007,8,4,251000
476,20,3,80.0,8480,1,3,3,0,0,19,2,2,0,2,5,6,1963,1963,3,1,6,6,0,0.0,3,3,1,3,3,1,6,1,970,1,3,1,3,970,1,0,1,0,2,1,3,5,6,0,0,2,1996.0,1,2,624,3,3,2,0,24,0,0,192,0,0,7,2007,8,4,132500
477,20,3,75.0,13125,1,3,3,4,1,5,2,2,0,2,6,5,1997,1998,1,1,12,13,2,215.0,3,3,2,4,3,4,6,1,1478,1,5,1,3,1493,1,0,2,0,3,1,4,7,6,1,3,5,1997.0,3,2,508,3,3,2,140,39,0,0,0,0,0,4,2008,8,4,208900
478,60,3,105.0,13693,1,3,3,4,0,16,2,2,0,5,9,5,2006,2006,3,1,12,13,2,772.0,5,3,2,4,3,3,1,1,2153,1,5,1,3,2643,0,0,2,1,3,1,5,9,6,1,4,6,2006.0,3,3,694,3,3,2,414,84,0,0,0,0,0,3,2007,8,4,380000
